agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,_source_row_number
AGT0000877,EMP00848,Aarav Sharma,VND0000007,DIGITAL,INACTIVE,2025-03-01 21:51:10,2025-08-09 21:34:19,3164
AGT0000869,EMP00469,Priya Mehta,VND0000006,T3,INACTIVE,2025-10-03 18:14:57,2025-09-12 08:09:07,3165
AGT0000691,EMP00543,Rahul Verma,VND0000009,T1,SUSPENDED,2025-08-12 21:13:37,2026-07-20 05:45:31,3166
AGT0000951,EMP01048,Neha Singh,VND0000004,T3,INACTIVE,2025-04-02 17:09:29,2025-11-06 22:35:16,3167
AGT0000924,EMP00762,Ananya Rao,VND0000001,FIELD,SUSPENDED,2024-05-19 17:04:51,2025-04-27 11:17:59,3168
AGT0000173,EMP00217,Sneha Das,VND0000001,DIGITAL,SUSPENDED,2024-06-24 00:50:51,2026-04-09 18:42:49,3169
AGT0000314,EMP00579,Sneha Das,VND0000007,T2,SUSPENDED,2025-07-16 13:02:43,2025-02-19 18:19:45,3170
AGT0000161,EMP01071,Vikram Shah,VND0000008,FIELD,INACTIVE,2025-10-11 12:05:21,2025-02-16 02:46:44,3171
AGT0000765,EMP00396,Neha Singh,VND0000003,DIGITAL,SUSPENDED,2024-11-07 07:59:27,2026-06-21 14:26:12,3172
AGT0000649,EMP00876,Ananya Rao,VND0000006,DIGITAL,SUSPENDED,2024-05-02 10:59:13,2026-06-02 15:03:00,3173
AGT0000836,EMP00776,Amit Kumar,VND0000011,T2,INACTIVE,2024-08-28 18:11:15,2025-09-27 02:33:10,3174
AGT0000821,EMP00729,Rahul Verma,VND0000012,T2,SUSPENDED,2024-10-15 15:54:10,2025-07-11 17:46:15,3175
AGT0000634,EMP00072,Neha Singh,VND0000003,T2,ACTIVE,2025-02-02 03:02:39,2026-02-15 04:48:16,3176
AGT0000442,EMP00972,Sneha Das,VND0000013,T2,INACTIVE,2025-01-06 01:17:20,2025-01-05 05:39:22,3177
AGT0000723,EMP01062,Rohan Patel,VND0000001,FIELD,SUSPENDED,2025-10-22 11:07:12,2026-04-04 10:11:12,3178
AGT0000943,EMP00710,Pooja Nair,VND0000003,T2,SUSPENDED,2024-02-12 07:26:15,2025-02-23 03:15:12,3179
AGT0000131,EMP00739,Amit Kumar,VND0000008,FIELD,SUSPENDED,2025-03-02 02:44:44,2025-12-24 22:58:58,3180
AGT0000368,EMP00231,Amit Kumar,VND0000012,DIGITAL,INACTIVE,2024-09-26 22:12:40,2025-08-30 06:13:44,3181
AGT0000350,EMP01099,Neha Singh,VND0000005,FIELD,INACTIVE,2025-04-24 12:26:59,2026-03-22 15:31:15,3182
AGT0000673,EMP00840,Priya Mehta,VND0000013,T1,ACTIVE,2025-09-15 16:41:12,2025-03-17 04:04:38,3183
AGT0000839,EMP00205,Aarav Sharma,VND0000015,DIGITAL,INACTIVE,2024-08-03 15:09:08,2026-02-23 14:33:46,3184
AGT0000583,EMP00821,Sneha Das,VND0000001,T1,INACTIVE,2025-10-01 05:37:33,2025-08-05 15:16:06,3185
AGT0000669,EMP00381,Priya Mehta,VND0000014,T3,INACTIVE,2024-11-05 13:31:15,2026-01-20 08:51:20,3186
AGT0000639,EMP01056,Priya Mehta,VND0000007,T2,SUSPENDED,2024-04-16 15:39:56,2026-01-17 17:48:00,3187
AGT0000489,EMP01091,Rohan Patel,VND0000004,FIELD,SUSPENDED,2025-09-16 01:16:33,2025-10-21 22:29:20,3188
AGT0000122,EMP00806,Amit Kumar,VND0000012,DIGITAL,INACTIVE,2024-02-05 10:08:41,2025-03-25 00:13:49,3189
AGT0000337,EMP00083,Priya Mehta,VND0000002,T3,INACTIVE,2024-01-19 20:43:19,2025-12-21 03:19:25,3190
AGT0000146,EMP00867,Priya Mehta,VND0000013,T3,INACTIVE,2025-09-07 23:11:16,2025-07-05 23:33:13,3191
AGT0000483,EMP00992,Rahul Verma,VND0000009,T3,INACTIVE,2025-09-20 10:12:12,2026-07-03 00:07:46,3192
AGT0000184,EMP00734,Neha Singh,VND0000010,FIELD,SUSPENDED,2024-06-27 04:02:18,2025-08-07 08:43:07,3193
AGT0000303,EMP00288,Priya Mehta,VND0000001,T3,ACTIVE,2024-04-19 01:11:53,2025-01-04 03:06:45,3194
AGT0000772,EMP00410,Aarav Sharma,VND0000002,T3,ACTIVE,2024-05-07 06:26:59,2025-03-30 18:10:16,3195
AGT0000779,EMP00869,Rohan Patel,VND0000003,DIGITAL,INACTIVE,2024-08-24 15:25:57,2025-05-31 06:58:06,3196
AGT0000850,EMP00171,Rohan Patel,VND0000015,FIELD,SUSPENDED,2025-04-30 10:40:43,2025-03-12 07:06:24,3197
AGT0000380,EMP00678,Amit Kumar,VND0000006,T1,INACTIVE,2025-03-01 09:01:18,2025-11-26 01:24:04,3198
AGT0000175,EMP00341,Neha Singh,VND0000013,T2,SUSPENDED,2025-04-11 20:35:13,2025-09-03 04:37:35,3199
AGT0000101,EMP00052,Rohan Patel,VND0000001,FIELD,ACTIVE,2025-10-17 08:38:08,2025-11-13 22:50:31,3200
AGT0000085,EMP00104,Neha Singh,VND0000014,FIELD,SUSPENDED,2025-01-20 07:11:09,2025-07-20 11:02:20,3201
AGT0000818,EMP00595,Sneha Das,VND0000010,DIGITAL,ACTIVE,2024-07-29 05:54:59,2025-12-11 05:45:36,3202
AGT0000298,EMP00182,Amit Kumar,VND0000015,T1,SUSPENDED,2025-05-25 19:10:22,2025-03-29 10:20:49,3203
AGT0000102,EMP00911,Neha Singh,VND0000005,T2,SUSPENDED,2025-09-29 23:03:22,2026-04-30 15:41:38,3204
AGT0000728,EMP00295,Sneha Das,VND0000008,DIGITAL,ACTIVE,2024-11-04 02:56:51,2026-03-20 11:34:14,3205
AGT0000547,EMP00190,Aarav Sharma,VND0000004,FIELD,SUSPENDED,2025-08-13 17:56:55,2025-06-25 13:54:56,3206
AGT0000616,EMP00766,Vikram Shah,VND0000007,DIGITAL,SUSPENDED,2025-06-05 13:53:46,2025-03-16 19:55:33,3207
AGT0000105,EMP00354,Rohan Patel,VND0000002,DIGITAL,ACTIVE,2024-03-09 19:23:49,2026-06-05 20:51:54,3208
AGT0000705,EMP00336,Rohan Patel,VND0000014,T2,ACTIVE,2025-10-07 22:47:54,2025-06-08 02:35:47,3209
AGT0000132,EMP00069,Sneha Das,VND0000013,DIGITAL,INACTIVE,2024-02-23 02:55:47,2025-04-30 07:22:29,3210
AGT0000041,EMP00216,Neha Singh,VND0000004,T2,INACTIVE,2024-10-10 07:30:05,2025-05-31 16:06:39,3211
AGT0000851,EMP00139,Sneha Das,VND0000001,T1,SUSPENDED,2024-10-08 22:52:13,2026-01-08 04:18:33,3212
AGT0000331,EMP00403,Aarav Sharma,VND0000013,DIGITAL,INACTIVE,2025-02-26 19:58:05,2026-04-15 09:38:25,3213
AGT0000480,EMP00274,Priya Mehta,VND0000014,T1,SUSPENDED,2025-10-18 00:28:07,2026-04-11 05:06:10,3214
AGT0000081,EMP00878,Rahul Verma,VND0000005,T2,ACTIVE,2024-12-23 11:14:17,2026-07-21 20:06:58,3215
AGT0000826,EMP01044,Rahul Verma,VND0000001,T1,SUSPENDED,2024-04-24 21:08:59,2026-01-06 16:00:14,3216
AGT0000517,EMP00924,Vikram Shah,VND0000010,T3,ACTIVE,2024-01-22 09:44:29,2025-03-12 12:59:28,3217
AGT0000693,EMP00589,Sneha Das,VND0000001,T1,INACTIVE,2024-07-17 05:00:09,2026-01-03 19:31:39,3218
AGT0000158,EMP00555,Vikram Shah,VND0000006,T1,SUSPENDED,2024-09-15 06:11:11,2026-07-27 11:29:39,3219
AGT0000354,EMP00629,Rohan Patel,VND0000001,DIGITAL,ACTIVE,2025-11-13 14:17:36,2026-05-20 17:11:57,3220
AGT0000372,EMP00643,Pooja Nair,VND0000001,DIGITAL,ACTIVE,2025-11-19 12:56:43,2026-02-07 00:09:53,3221
AGT0000781,EMP00185,Ananya Rao,VND0000007,T3,SUSPENDED,2024-12-26 03:49:05,2025-06-11 12:53:36,3222
AGT0000689,EMP01041,Aarav Sharma,VND0000005,T3,INACTIVE,2025-01-17 09:08:30,2026-05-17 07:07:03,3223
AGT0000550,EMP00658,Sneha Das,VND0000003,FIELD,INACTIVE,2024-10-28 07:10:06,2026-04-17 23:28:36,3224
AGT0000121,EMP00046,Priya Mehta,VND0000009,FIELD,SUSPENDED,2024-08-03 15:18:42,2025-07-18 03:12:59,3225
AGT0000538,EMP00614,Rahul Verma,VND0000011,T2,INACTIVE,2024-12-12 01:27:09,2025-09-27 04:06:21,3226
AGT0000587,EMP00073,Ananya Rao,VND0000005,DIGITAL,INACTIVE,2025-03-10 05:56:25,2026-04-02 20:26:37,3227
AGT0000921,EMP00874,Pooja Nair,VND0000002,FIELD,ACTIVE,2024-02-27 19:19:18,2026-07-08 20:34:38,3228
AGT0000785,EMP00509,Aarav Sharma,VND0000009,DIGITAL,ACTIVE,2025-03-20 07:38:34,2026-02-28 16:23:21,3229
AGT0000842,EMP00074,Neha Singh,VND0000015,FIELD,INACTIVE,2025-08-16 07:00:36,2025-10-10 22:57:15,3230
AGT0000010,EMP00024,Amit Kumar,VND0000008,DIGITAL,SUSPENDED,2025-10-14 16:14:35,2026-05-24 00:01:45,3231
AGT0000628,EMP00273,Priya Mehta,VND0000011,FIELD,ACTIVE,2024-06-24 03:15:55,2025-12-21 13:57:54,3232
AGT0000408,EMP00460,Neha Singh,VND0000012,DIGITAL,INACTIVE,2024-01-05 10:16:19,2026-05-15 19:57:04,3233
AGT0000971,EMP00782,Sneha Das,VND0000009,T2,INACTIVE,2025-01-18 01:44:11,2026-06-05 07:43:20,3234
AGT0000301,EMP01087,Neha Singh,VND0000007,T3,ACTIVE,2025-05-02 22:33:55,2025-08-25 07:03:10,3235
AGT0000999,EMP00274,Rahul Verma,VND0000012,DIGITAL,SUSPENDED,2024-11-12 06:01:10,2025-11-19 01:15:47,3236
AGT0000875,EMP00661,Priya Mehta,VND0000001,FIELD,INACTIVE,2025-06-28 02:13:31,2026-02-18 01:30:58,3237
AGT0000776,EMP00689,Neha Singh,VND0000015,DIGITAL,ACTIVE,2025-06-16 15:29:24,2026-02-01 10:27:56,3238
AGT0000445,EMP00693,Rohan Patel,VND0000009,DIGITAL,SUSPENDED,2025-03-10 16:39:50,2026-01-21 06:31:44,3239
AGT0000011,EMP00236,Ananya Rao,VND0000001,DIGITAL,INACTIVE,2025-05-25 12:07:21,2025-08-03 18:21:44,3240
AGT0000276,EMP00548,Pooja Nair,VND0000011,T3,INACTIVE,2024-01-12 19:18:17,2025-01-18 01:00:19,3241
AGT0000955,EMP00491,Rahul Verma,VND0000007,T1,SUSPENDED,2024-05-18 06:44:11,2026-01-25 00:16:54,3242
AGT0000471,EMP00743,Amit Kumar,VND0000009,FIELD,INACTIVE,2024-11-07 13:28:29,2025-11-26 22:04:32,3243
AGT0000629,EMP00179,Pooja Nair,VND0000011,T1,ACTIVE,2024-06-22 20:59:24,2025-05-03 14:08:43,3244
AGT0000589,EMP00283,Pooja Nair,VND0000006,T3,ACTIVE,2024-06-14 13:58:14,2025-03-17 06:03:38,3245
AGT0000046,EMP00743,Vikram Shah,VND0000015,FIELD,INACTIVE,2024-01-31 17:24:04,2026-02-21 21:24:07,3246
AGT0000042,EMP00639,Rohan Patel,VND0000002,T3,INACTIVE,2024-03-30 16:39:36,2026-04-07 11:39:30,3247
AGT0000198,EMP00917,Rohan Patel,VND0000004,T2,SUSPENDED,2024-09-25 05:55:55,2026-05-02 09:25:26,3248
AGT0000744,EMP00177,Neha Singh,VND0000007,FIELD,SUSPENDED,2024-02-29 08:26:48,2025-06-12 11:01:46,3249
AGT0000370,EMP00455,Vikram Shah,VND0000010,T2,ACTIVE,2025-06-02 10:53:22,2025-11-03 14:34:28,3250
AGT0000758,EMP00296,Ananya Rao,VND0000004,FIELD,ACTIVE,2024-05-11 21:58:15,2026-08-01 11:50:22,3251
AGT0000249,EMP00070,Amit Kumar,VND0000011,DIGITAL,ACTIVE,2024-10-30 00:50:37,2025-01-31 04:36:03,3252
AGT0000921,EMP00558,Rohan Patel,VND0000007,T1,SUSPENDED,2025-01-22 02:12:47,2026-03-01 11:15:04,3253
AGT0000669,EMP00076,Sneha Das,VND0000014,FIELD,ACTIVE,2025-10-06 19:44:29,2025-02-10 00:04:41,3254
AGT0000263,EMP00612,Aarav Sharma,VND0000004,DIGITAL,ACTIVE,2025-10-27 00:45:43,2025-05-28 06:29:46,3255
AGT0000977,EMP00803,Ananya Rao,VND0000008,FIELD,INACTIVE,2024-04-10 18:34:42,2026-05-22 21:52:47,3256
AGT0000821,EMP01035,Neha Singh,VND0000009,T2,INACTIVE,2025-11-27 09:45:11,2026-01-18 21:38:56,3257
AGT0000935,EMP00503,Pooja Nair,VND0000005,DIGITAL,INACTIVE,2025-08-07 19:20:35,2026-04-29 10:12:34,3258
AGT0000037,EMP01078,Rahul Verma,VND0000003,DIGITAL,INACTIVE,2025-09-29 21:38:06,2025-10-19 04:49:18,3259
AGT0000832,EMP00478,Sneha Das,VND0000012,T1,INACTIVE,2025-05-15 05:47:40,2026-02-17 04:04:43,3260
AGT0000659,EMP00659,Rahul Verma,VND0000001,T2,ACTIVE,2025-01-04 21:11:32,2025-12-29 01:01:57,3261
AGT0000568,EMP00363,Ananya Rao,VND0000005,T1,SUSPENDED,2024-03-20 01:41:00,2025-09-01 09:04:42,3262
AGT0000817,EMP00068,Amit Kumar,VND0000015,T2,ACTIVE,2025-05-09 19:45:29,2026-07-10 11:10:40,3263
AGT0000102,EMP00982,Amit Kumar,VND0000008,DIGITAL,ACTIVE,2025-01-01 09:08:12,2026-06-25 02:23:52,3264
AGT0000182,EMP00159,Amit Kumar,VND0000013,T3,INACTIVE,2024-02-05 00:05:47,2026-01-25 21:36:50,3265
AGT0000234,EMP00909,Vikram Shah,VND0000006,DIGITAL,INACTIVE,2024-12-26 17:41:32,2025-08-09 04:10:53,3266
AGT0000954,EMP00334,Ananya Rao,VND0000007,FIELD,SUSPENDED,2024-05-11 20:11:55,2026-05-22 05:20:03,3267
AGT0000270,EMP00421,Amit Kumar,VND0000010,DIGITAL,ACTIVE,2025-04-27 15:31:39,2026-04-11 14:25:24,3268
AGT0000004,EMP00468,Rohan Patel,VND0000010,DIGITAL,INACTIVE,2024-02-04 20:49:43,2026-04-01 01:55:14,3269
AGT0000023,EMP00883,Sneha Das,VND0000002,DIGITAL,INACTIVE,2025-01-24 06:06:39,2026-03-07 13:15:39,3270
AGT0000906,EMP00966,Rohan Patel,VND0000009,T3,ACTIVE,2025-06-28 07:33:43,2025-10-15 00:48:14,3271
AGT0000296,EMP00807,Neha Singh,VND0000004,DIGITAL,INACTIVE,2024-08-13 08:21:16,2025-09-03 15:41:27,3272
AGT0000034,EMP01040,Vikram Shah,VND0000004,DIGITAL,ACTIVE,2025-10-12 10:50:26,2025-05-19 03:12:08,3273
AGT0000338,EMP00226,Rohan Patel,VND0000010,T1,INACTIVE,2025-11-12 15:00:50,2026-04-21 06:20:19,3274
AGT0000649,EMP00382,Rahul Verma,VND0000012,T1,INACTIVE,2025-11-29 06:22:18,2026-04-08 06:07:01,3275
AGT0000340,EMP00638,Ananya Rao,VND0000014,T3,SUSPENDED,2024-01-27 16:13:28,2025-06-07 21:35:00,3276
AGT0000493,EMP00009,Rahul Verma,VND0000002,DIGITAL,INACTIVE,2025-02-02 21:15:54,2025-08-09 08:25:33,3277
AGT0000406,EMP00936,Pooja Nair,VND0000008,FIELD,SUSPENDED,2024-05-12 05:34:04,2026-02-27 00:39:06,3278
AGT0000679,EMP00774,Aarav Sharma,VND0000006,DIGITAL,ACTIVE,2025-10-13 09:31:23,2025-02-17 09:22:48,3279
AGT0000561,EMP00658,Sneha Das,VND0000013,T1,INACTIVE,2024-02-20 16:53:16,2025-04-13 01:25:59,3280
AGT0000517,EMP01074,Ananya Rao,VND0000004,FIELD,INACTIVE,2024-04-02 03:09:50,2025-11-21 08:28:49,3281
AGT0000563,EMP00852,Aarav Sharma,VND0000015,T3,SUSPENDED,2025-08-01 19:27:11,2025-01-25 23:06:37,3282
AGT0000237,EMP00679,Ananya Rao,VND0000010,T1,SUSPENDED,2025-01-10 09:58:26,2026-03-05 11:14:33,3283
AGT0000130,EMP01027,Aarav Sharma,VND0000002,T3,ACTIVE,2025-11-30 01:30:37,2025-06-10 18:15:54,3284
AGT0000965,EMP01044,Rohan Patel,VND0000004,T1,ACTIVE,2024-05-09 11:17:57,2025-06-28 18:57:12,3285
AGT0000512,EMP00416,Priya Mehta,VND0000003,T1,SUSPENDED,2024-01-04 07:18:05,2025-12-01 21:49:14,3286
AGT0000837,EMP01094,Priya Mehta,VND0000011,T3,INACTIVE,2024-12-23 13:18:21,2025-09-05 14:35:12,3287
AGT0000658,EMP00181,Neha Singh,VND0000008,T1,ACTIVE,2025-03-27 15:39:36,2026-05-21 19:05:36,3288
AGT0000396,EMP00538,Ananya Rao,VND0000005,T3,ACTIVE,2025-05-19 13:36:59,2026-03-16 02:25:56,3289
AGT0000233,EMP00960,Ananya Rao,VND0000003,T1,INACTIVE,2025-04-25 05:57:28,2025-09-29 07:28:07,3290
AGT0000570,EMP00926,Pooja Nair,VND0000005,T2,INACTIVE,2024-10-21 07:18:59,2026-03-11 01:26:33,3291
AGT0000664,EMP00654,Ananya Rao,VND0000005,T3,ACTIVE,2025-03-07 00:07:32,2025-09-14 06:53:57,3292
AGT0000399,EMP00787,Rohan Patel,VND0000007,DIGITAL,INACTIVE,2025-11-09 13:56:16,2025-12-31 17:29:05,3293
AGT0000537,EMP00189,Rahul Verma,VND0000006,DIGITAL,ACTIVE,2025-05-13 05:10:44,2026-02-10 00:24:23,3294
AGT0000774,EMP00947,Neha Singh,VND0000005,T3,ACTIVE,2025-05-03 08:46:21,2025-05-05 20:16:33,3295
AGT0000114,EMP00881,Ananya Rao,VND0000007,T3,INACTIVE,2024-06-08 02:17:50,2025-07-29 08:06:18,3296
AGT0000187,EMP00001,Aarav Sharma,VND0000009,FIELD,SUSPENDED,2024-09-13 15:29:12,2025-08-22 10:46:05,3297
AGT0000346,EMP00661,Rohan Patel,VND0000007,T2,SUSPENDED,2025-07-29 05:05:54,2025-03-01 20:39:06,3298
AGT0000957,EMP00210,Ananya Rao,VND0000004,T1,INACTIVE,2025-01-06 21:35:53,2025-02-07 11:12:38,3299
AGT0000218,EMP00448,Vikram Shah,VND0000009,T1,SUSPENDED,2024-02-27 22:55:07,2025-11-22 04:19:42,3300
AGT0000910,EMP00258,Amit Kumar,VND0000003,T2,ACTIVE,2024-12-03 15:18:56,2025-01-29 19:00:13,3301
AGT0000501,EMP00310,Sneha Das,VND0000009,DIGITAL,ACTIVE,2025-09-15 14:42:11,2025-07-27 20:03:29,3302
AGT0000632,EMP00268,Vikram Shah,VND0000015,DIGITAL,SUSPENDED,2025-06-24 23:39:28,2025-11-21 07:58:30,3303
AGT0000041,EMP00129,Vikram Shah,VND0000009,T3,ACTIVE,2024-10-20 14:01:11,2025-12-22 16:07:48,3304
AGT0000835,EMP00985,Aarav Sharma,VND0000007,DIGITAL,ACTIVE,2024-09-17 18:40:49,2025-05-21 11:15:39,3305
AGT0000273,EMP00216,Priya Mehta,VND0000001,T1,INACTIVE,2025-03-18 03:54:24,2026-01-06 18:14:13,3306
AGT0000326,EMP00349,Priya Mehta,VND0000004,T3,SUSPENDED,2024-08-25 02:53:46,2025-01-13 07:36:48,3307
AGT0000402,EMP00537,Aarav Sharma,VND0000003,T3,SUSPENDED,2024-06-21 00:56:20,2026-04-30 02:20:39,3308
AGT0000316,EMP00242,Aarav Sharma,VND0000005,T2,SUSPENDED,2024-08-07 04:20:36,2026-01-21 14:41:23,3309
AGT0000158,EMP00714,Rohan Patel,VND0000005,T3,INACTIVE,2024-11-22 07:44:05,2026-04-21 23:58:28,3310
AGT0000408,EMP00553,Sneha Das,VND0000005,T1,ACTIVE,2025-09-30 21:18:40,2025-06-17 15:18:26,3311
AGT0000077,EMP00020,Priya Mehta,VND0000012,DIGITAL,ACTIVE,2025-02-23 07:03:18,2025-10-11 18:43:30,3312
AGT0000660,EMP00043,Priya Mehta,VND0000004,T1,SUSPENDED,2025-04-17 10:41:35,2025-01-08 05:21:16,3313
AGT0000727,EMP00500,Vikram Shah,VND0000008,T2,INACTIVE,2025-06-16 21:19:49,2025-11-17 23:45:17,3314
AGT0000728,EMP00701,Priya Mehta,VND0000001,T2,INACTIVE,2024-10-20 09:35:08,2025-03-25 12:27:40,3315
AGT0000390,EMP00067,Aarav Sharma,VND0000012,FIELD,SUSPENDED,2025-08-06 22:46:42,2026-01-22 02:56:19,3316
AGT0000967,EMP01010,Amit Kumar,VND0000006,T1,SUSPENDED,2024-08-25 17:28:08,2025-05-07 23:02:47,3317
AGT0000221,EMP00169,Pooja Nair,VND0000007,T2,SUSPENDED,2024-07-25 13:44:09,2025-11-18 11:12:51,3318
AGT0000525,EMP00774,Neha Singh,VND0000013,FIELD,ACTIVE,2024-03-02 00:01:26,2025-08-12 04:32:22,3319
AGT0000852,EMP00071,Aarav Sharma,VND0000015,T1,ACTIVE,2024-07-18 04:03:36,2025-11-17 22:31:16,3320
AGT0000695,EMP00369,Sneha Das,VND0000007,T3,SUSPENDED,2024-12-29 09:00:47,2025-02-15 01:41:06,3321
AGT0000150,EMP00916,Rahul Verma,VND0000013,DIGITAL,ACTIVE,2024-02-14 10:50:41,2026-05-29 10:58:45,3322
AGT0000457,EMP00168,Sneha Das,VND0000014,FIELD,INACTIVE,2024-04-28 02:26:43,2025-04-14 01:00:12,3323
AGT0000266,EMP00480,Vikram Shah,VND0000015,T2,INACTIVE,2025-11-06 14:01:32,2025-02-11 06:43:07,3324
AGT0000764,EMP01031,Vikram Shah,VND0000011,T3,SUSPENDED,2024-12-19 17:43:18,2025-02-19 03:28:23,3325
AGT0000700,EMP00783,Ananya Rao,VND0000010,T3,SUSPENDED,2025-11-25 02:56:01,2026-03-07 15:51:00,3326
AGT0000907,EMP00343,Amit Kumar,VND0000011,T2,INACTIVE,2025-06-28 03:58:26,2025-10-11 05:41:11,3327
AGT0000798,EMP00292,Vikram Shah,VND0000004,T2,SUSPENDED,2024-06-17 03:58:56,2025-01-06 18:31:14,3328
AGT0000862,EMP00488,Vikram Shah,VND0000005,T2,INACTIVE,2025-04-15 10:35:26,2025-08-20 21:42:02,3329
AGT0000861,EMP00313,Aarav Sharma,VND0000005,DIGITAL,INACTIVE,2024-11-02 04:32:41,2025-04-21 07:54:13,3330
AGT0000245,EMP00283,Amit Kumar,VND0000008,T2,ACTIVE,2024-06-25 10:26:10,2026-04-29 06:33:20,3331
AGT0000552,EMP00063,Ananya Rao,VND0000013,T2,INACTIVE,2024-06-28 13:47:42,2026-01-13 19:00:31,3332
AGT0000555,EMP00794,Rohan Patel,VND0000014,T1,INACTIVE,2025-11-12 18:28:51,2025-04-17 02:28:24,3333
AGT0000145,EMP00718,Neha Singh,VND0000013,T2,SUSPENDED,2024-07-27 16:41:33,2025-11-02 20:59:32,3334
AGT0000692,EMP00685,Rahul Verma,VND0000013,FIELD,SUSPENDED,2024-11-25 15:28:35,2025-12-11 22:47:23,3335
AGT0000557,EMP00316,Ananya Rao,VND0000005,FIELD,INACTIVE,2025-05-25 06:37:52,2025-08-17 21:13:58,3336
AGT0000016,EMP00244,Rahul Verma,VND0000001,FIELD,SUSPENDED,2024-09-27 03:13:07,2026-03-01 20:02:18,3337
AGT0000136,EMP00853,Neha Singh,VND0000015,T3,SUSPENDED,2025-09-06 22:40:30,2025-04-30 12:15:15,3338
AGT0000487,EMP00254,Aarav Sharma,VND0000004,T2,INACTIVE,2024-01-13 19:07:37,2026-06-05 01:20:41,3339
AGT0000429,EMP00992,Priya Mehta,VND0000007,T3,INACTIVE,2025-03-29 10:39:59,2025-07-12 00:26:37,3340
AGT0000875,EMP00945,Rohan Patel,VND0000012,DIGITAL,SUSPENDED,2025-03-01 09:31:28,2025-11-05 12:46:51,3341
AGT0000734,EMP00363,Rahul Verma,VND0000003,T2,ACTIVE,2025-05-19 08:44:10,2025-11-26 00:24:06,3342
AGT0000010,EMP00801,Neha Singh,VND0000003,T2,INACTIVE,2024-03-16 11:09:25,2025-03-06 14:49:13,3343
AGT0000801,EMP00468,Ananya Rao,VND0000007,T1,SUSPENDED,2025-01-11 18:08:37,2026-07-07 11:53:10,3344
AGT0000905,EMP00279,Rahul Verma,VND0000002,T1,SUSPENDED,2024-05-16 03:35:53,2026-04-28 04:51:22,3345
AGT0000035,EMP00288,Ananya Rao,VND0000010,T2,ACTIVE,2025-06-26 13:23:10,2026-05-08 01:25:09,3346
AGT0000117,EMP00241,Rahul Verma,VND0000005,T2,INACTIVE,2024-05-22 12:19:29,2025-07-10 05:30:05,3347
AGT0000120,EMP01019,Rohan Patel,VND0000014,T1,ACTIVE,2024-06-09 21:43:41,2025-11-13 16:56:15,3348
AGT0000074,EMP00041,Vikram Shah,VND0000006,DIGITAL,ACTIVE,2025-04-11 03:27:43,2025-06-04 22:12:38,3349
AGT0000014,EMP00729,Rahul Verma,VND0000001,DIGITAL,SUSPENDED,2024-12-18 09:55:47,2025-12-27 05:18:29,3350
AGT0000582,EMP00208,Vikram Shah,VND0000008,FIELD,INACTIVE,2025-07-27 14:47:11,2025-04-09 17:44:10,3351
AGT0000457,EMP00001,Priya Mehta,VND0000013,DIGITAL,ACTIVE,2024-04-19 00:52:53,2025-06-30 09:20:13,3352
AGT0000345,EMP00371,Ananya Rao,VND0000014,FIELD,INACTIVE,2024-12-19 22:30:35,2025-07-19 01:34:47,3353
AGT0000221,EMP00060,Vikram Shah,VND0000014,T1,INACTIVE,2024-03-02 15:42:17,2026-02-06 08:52:41,3354
AGT0000472,EMP00342,Priya Mehta,VND0000003,T1,SUSPENDED,2025-10-25 09:08:18,2025-01-01 16:07:10,3355
AGT0000635,EMP01072,Priya Mehta,VND0000005,DIGITAL,ACTIVE,2025-03-17 22:48:33,2025-10-14 22:10:25,3356
AGT0000249,EMP00979,Amit Kumar,VND0000007,DIGITAL,ACTIVE,2024-03-06 13:53:45,2025-08-08 23:38:21,3357
AGT0000179,EMP00014,Priya Mehta,VND0000004,T2,ACTIVE,2025-02-03 07:38:55,2025-03-14 07:12:51,3358
AGT0000684,EMP01085,Sneha Das,VND0000011,DIGITAL,INACTIVE,2025-02-11 18:21:42,2025-07-16 08:50:08,3359
AGT0000192,EMP00508,Sneha Das,VND0000015,T3,SUSPENDED,2025-10-19 18:04:57,2025-06-04 06:22:36,3360
AGT0000351,EMP00374,Aarav Sharma,VND0000006,FIELD,INACTIVE,2024-06-07 20:16:42,2025-09-16 19:58:53,3361
AGT0000651,EMP00114,Ananya Rao,VND0000008,T2,SUSPENDED,2024-05-24 05:42:34,2026-07-05 22:23:34,3362
AGT0000334,EMP00874,Ananya Rao,VND0000005,FIELD,INACTIVE,2024-09-16 09:50:34,2025-02-10 15:19:28,3363
AGT0000536,EMP00801,Rohan Patel,VND0000007,T3,ACTIVE,2024-02-19 23:32:49,2025-04-03 20:10:03,3364
AGT0000397,EMP00888,Amit Kumar,VND0000004,T2,INACTIVE,2024-08-10 14:44:51,2025-04-13 14:19:04,3365
AGT0000658,EMP00625,Pooja Nair,VND0000014,DIGITAL,INACTIVE,2024-03-15 09:58:21,2025-08-29 04:14:23,3366
AGT0000117,EMP00538,Pooja Nair,VND0000001,DIGITAL,SUSPENDED,2025-07-16 07:46:25,2025-09-19 17:46:14,3367
AGT0000165,EMP00055,Ananya Rao,VND0000014,DIGITAL,INACTIVE,2025-05-30 08:11:49,2025-09-09 13:53:57,3368
AGT0000999,EMP00460,Priya Mehta,VND0000005,T1,SUSPENDED,2025-10-16 19:59:16,2025-12-27 04:00:40,3369
